req_id,category,subcategory,requirement_text,target_value,test_module,test_function,validation_method,status,priority,phase,notes,effort_weeks,dependencies,blocks,assignee,sprint,started_date,completed_date,requirement_file,external_id
REQ-LANG-010,LANG,Ruby,RTMX shall provide Ruby testing integration for RSpec and Minitest,req tag works with bundle exec rspec,internal/cmd/from_tests_ruby_test.go,TestExtractRubyMarkers,Integration Test,COMPLETE,MEDIUM,18,Ruby ecosystem support,2,REQ-LANG-007|REQ-VERIFY-001,,,,,,,
REQ-LANG-011,LANG,Swift,RTMX shall provide Swift testing integration for XCTest and Swift Testing,@Req annotation works with swift test,internal/cmd/from_tests_swift_test.go,TestExtractSwiftMarkers,Integration Test,COMPLETE,MEDIUM,18,Swift/Apple ecosystem support,2,REQ-LANG-007|REQ-VERIFY-001,,,,,,,
REQ-LANG-012,LANG,Cpp,RTMX shall provide C/C++ testing integration for GoogleTest and Catch2,REQ macro works with ctest,internal/cmd/from_tests_cpp_test.go,TestExtractCppMarkers,Integration Test,COMPLETE,MEDIUM,18,C/C++ ecosystem support,2,REQ-LANG-007|REQ-VERIFY-001,,,,,,,
REQ-LANG-013,LANG,Dart,RTMX shall provide Dart/Flutter testing integration,req() works with dart test,internal/cmd/from_tests_dart_test.go,TestExtractDartMarkers,Integration Test,COMPLETE,MEDIUM,18,Dart/Flutter ecosystem support,2,REQ-LANG-007|REQ-VERIFY-001,,,,,,,
REQ-LANG-014,LANG,MATLAB,RTMX shall provide MATLAB testing integration for matlab.unittest,req tag works in test methods,internal/cmd/from_tests_matlab_test.go,TestExtractMatlabMarkers,Integration Test,COMPLETE,MEDIUM,18,MATLAB defense/aerospace support,2,REQ-LANG-007|REQ-VERIFY-001,,,,,,,
REQ-LANG-015,LANG,Verilog,RTMX shall provide Verilog/SystemVerilog testing integration for UVM,req macro works in UVM test sequences,internal/cmd/from_tests_verilog_test.go,TestExtractVerilogMarkers,Integration Test,COMPLETE,MEDIUM,18,Hardware verification support,2,REQ-LANG-007|REQ-VERIFY-001,,,,,,,
REQ-LANG-016,LANG,Terraform,RTMX shall provide Terraform/HCL testing integration for terraform test,req label works in .tftest.hcl files,internal/cmd/from_tests_terraform_test.go,TestExtractTerraformMarkers,Integration Test,COMPLETE,MEDIUM,18,Infrastructure-as-code support,2,REQ-LANG-007|REQ-VERIFY-001,,,,,,,
REQ-LANG-017,LANG,COBOL,RTMX shall provide COBOL testing integration for GnuCOBOL and Micro Focus,REQ paragraph markers in test programs,internal/cmd/from_tests_cobol_test.go,TestExtractCobolMarkers,Integration Test,COMPLETE,MEDIUM,18,Legacy modernization support,2,REQ-LANG-007|REQ-VERIFY-001,,,,,,,
REQ-LANG-018,LANG,Fortran,RTMX shall provide Fortran testing integration for pFUnit,req comment markers in test subroutines,internal/cmd/from_tests_fortran_test.go,TestExtractFortranMarkers,Integration Test,COMPLETE,MEDIUM,18,Scientific computing and defense support,2,REQ-LANG-007|REQ-VERIFY-001,,,,,,,
REQ-LANG-019,LANG,Ada,RTMX shall provide Ada/SPARK testing integration for AUnit,req pragma in test packages,internal/cmd/from_tests_ada_test.go,TestExtractAdaMarkers,Integration Test,COMPLETE,MEDIUM,18,Safety-critical systems support (DO-178C),2,REQ-LANG-007|REQ-VERIFY-001,,,,,,,
REQ-LANG-020,LANG,PHP,RTMX shall provide PHP testing integration for PHPUnit and Pest,@req annotation works with phpunit,internal/cmd/from_tests_php_test.go,TestExtractPHPMarkers,Integration Test,COMPLETE,MEDIUM,18,PHP ecosystem support,2,REQ-LANG-007|REQ-VERIFY-001,,,,,,,
REQ-LANG-021,LANG,Elixir,RTMX shall provide Elixir testing integration for ExUnit,@tag req works with mix test,internal/cmd/from_tests_elixir_test.go,TestExtractElixirMarkers,Integration Test,COMPLETE,MEDIUM,18,Elixir/Erlang ecosystem support,2,REQ-LANG-007|REQ-VERIFY-001,,,,,,,
REQ-LANG-022,LANG,R,RTMX shall provide R testing integration for testthat,req comment works with testthat::test_dir,internal/cmd/from_tests_r_test.go,TestExtractRMarkers,Integration Test,COMPLETE,MEDIUM,18,Data science and statistics support,2,REQ-LANG-007|REQ-VERIFY-001,,,,,,,
REQ-LANG-023,LANG,Julia,RTMX shall provide Julia testing integration for Test stdlib,@req macro works with Pkg.test,internal/cmd/from_tests_julia_test.go,TestExtractJuliaMarkers,Integration Test,COMPLETE,MEDIUM,18,Scientific computing support,2,REQ-LANG-007|REQ-VERIFY-001,,,,,,,
REQ-LANG-024,LANG,Kotlin,RTMX shall provide Kotlin Native/Multiplatform testing integration,@Req annotation works with kotest,internal/cmd/from_tests_kotlin_test.go,TestExtractKotlinMarkers,Integration Test,COMPLETE,MEDIUM,18,Kotlin multiplatform support,2,REQ-LANG-007|REQ-VERIFY-001,,,,,,,
REQ-LANG-025,LANG,Scala,RTMX shall provide Scala testing integration for ScalaTest and MUnit,req tag works with sbt test,internal/cmd/from_tests_scala_test.go,TestExtractScalaMarkers,Integration Test,COMPLETE,MEDIUM,18,Scala/JVM ecosystem support,2,REQ-LANG-007|REQ-VERIFY-001,,,,,,,
REQ-LANG-026,LANG,Perl,RTMX shall provide Perl testing integration for Test::More,req comment works with prove,internal/cmd/from_tests_perl_test.go,TestExtractPerlMarkers,Integration Test,COMPLETE,MEDIUM,18,Legacy scripting support,2,REQ-LANG-007|REQ-VERIFY-001,,,,,,,
REQ-LANG-027,LANG,Lua,RTMX shall provide Lua testing integration for busted and luaunit,req comment works in test files,internal/cmd/from_tests_lua_test.go,TestExtractLuaMarkers,Integration Test,COMPLETE,MEDIUM,18,Embedded scripting support,2,REQ-LANG-007|REQ-VERIFY-001,,,,,,,
REQ-LANG-028,LANG,Haskell,RTMX shall provide Haskell testing integration for HSpec and Tasty,req annotation works with cabal test,internal/cmd/from_tests_haskell_test.go,TestExtractHaskellMarkers,Integration Test,COMPLETE,MEDIUM,18,Functional programming support,2,REQ-LANG-007|REQ-VERIFY-001,,,,,,,
REQ-LANG-029,LANG,Assembly,RTMX shall provide assembly language testing integration via comment markers,; rtmx:req comment in .asm/.s files,internal/cmd/from_tests_assembly_test.go,TestExtractAssemblyMarkers,Integration Test,COMPLETE,LOW,18,Firmware and bare-metal support,1,REQ-LANG-007|REQ-VERIFY-001,,,,,,,
REQ-DIST-001,DIST,Scoop,RTMX shall be installable on Windows via Scoop package manager,scoop install rtmx works,test/scoop_test.go,TestScoopInstall,System Test,COMPLETE,HIGH,14,Windows distribution,1,REQ-GO-043,REQ-REL-004,,,,,,.rtmx/requirements/DIST/REQ-DIST-001.md
REQ-DIST-002,DIST,APT,RTMX shall be installable on Debian/Ubuntu via APT package manager,apt install rtmx works,test/apt_test.go,TestAptInstall,System Test,COMPLETE,HIGH,14,Linux distribution,1.5,REQ-GO-043,,,,,,,.rtmx/requirements/DIST/REQ-DIST-002.md
REQ-DIST-003,DIST,npm,RTMX shall be installable via npm with Go binary bundled,npm install rtmx works,test/npm_test.go,TestNpmInstall,System Test,COMPLETE,MEDIUM,18,JavaScript ecosystem distribution,1.5,REQ-GO-043|REQ-LANG-006,,,,2026-05-11,2026-05-11,,.rtmx/requirements/DIST/REQ-DIST-003.md
REQ-DIST-005,DIST,Mainstream,RTMX shall be submitted to mainstream package repositories for native installation,brew install rtmx and yay -S rtmx work,test/mainstream_dist_test.go,TestMainstreamDistribution,System Test,COMPLETE,MEDIUM,19,Mainstream distribution - homebrew-core AUR COPR Chocolatey,3,REQ-GO-047|REQ-MIG-002,,,,2026-05-11,2026-05-11,,.rtmx/requirements/DIST/REQ-DIST-005.md
REQ-DIST-004,DIST,PyPI,RTMX shall be installable via pip with pytest plugin and Go binary,pip install rtmx works,test/pypi_test.go,TestPyPIPackage,System Test,COMPLETE,P0,14,Python ecosystem distribution - parity with original rtmx,2,REQ-GO-043|REQ-LANG-004,,,,2026-03-17,2026-03-17,.rtmx/requirements/DIST/REQ-DIST-004.md,
REQ-VERIFY-001,VERIFY,Cross-Language,rtmx verify shall accept --results flag to consume language-agnostic RTMX results JSON,verify --results works with any language output,internal/cmd/verify_test.go,TestVerifyResultsFile,Integration Test,COMPLETE,P0,14,Critical path for all language extensions,1.5,REQ-VERIFY-002|REQ-VERIFY-004,REQ-E2E-002|REQ-LANG-004|REQ-LANG-005|REQ-LANG-006|REQ-LANG-008|REQ-LANG-009|REQ-LANG-010|REQ-LANG-011|REQ-LANG-012|REQ-LANG-013|REQ-LANG-014|REQ-LANG-015|REQ-LANG-016|REQ-LANG-017|REQ-LANG-018|REQ-LANG-019|REQ-LANG-020|REQ-LANG-021|REQ-LANG-022|REQ-LANG-023|REQ-LANG-024|REQ-LANG-025|REQ-LANG-026|REQ-LANG-027|REQ-LANG-028|REQ-LANG-029|REQ-VERIFY-003|REQ-VERIFY-005,,,,,,.rtmx/requirements/VERIFY/REQ-VERIFY-001.md
REQ-VERIFY-002,VERIFY,Schema,RTMX shall define and enforce JSON Schema for common results format,Schema validates Go and Python output,internal/results/schema_test.go,TestResultsSchemaValidation,Unit Test,COMPLETE,P0,14,Foundation for cross-language compatibility,1,REQ-LANG-007,REQ-VERIFY-001|REQ-VERIFY-004,,,,,,.rtmx/requirements/VERIFY/REQ-VERIFY-002.md
REQ-GO-074,CLI,Health,rtmx health shall detect status consistency violations where COMPLETE requirements depend on MISSING dependencies,Warning for COMPLETE depending on MISSING,internal/cmd/health_test.go,TestHealthStatusConsistency,Unit Test,COMPLETE,HIGH,16,Semantic validation,0.5,REQ-GO-012,,,,,,,.rtmx/requirements/CLI/REQ-GO-074.md
REQ-PAR-001,PARITY,Output,rtmx status and backlog shall support --json flag for machine-readable output,JSON output matches Python schema,internal/cmd/status_test.go,TestStatusJSON,Integration Test,COMPLETE,P0,14,CI/CD pipeline integration,1,REQ-GO-010|REQ-GO-011,REQ-GO-047,,,,,,.rtmx/requirements/PARITY/REQ-PAR-001.md
REQ-PAR-002,PARITY,CI,rtmx status --fail-under N shall exit 1 if completion below threshold,Exit code 1 when below threshold,internal/cmd/status_test.go,TestStatusFailUnder,Integration Test,COMPLETE,P0,14,CI quality gates,0.5,REQ-GO-010,REQ-GO-047,,,,,,.rtmx/requirements/PARITY/REQ-PAR-002.md
REQ-PAR-003,PARITY,Graph,rtmx backlog shall use transitive blocking analysis and exclude blocked items from quick-wins,Transitive counts match Python,internal/cmd/backlog_test.go,TestBacklogTransitiveBlocking,Integration Test,COMPLETE,P0,14,Accurate blocking impact,1,REQ-GO-011|REQ-GO-013,REQ-GO-047,,,,,,.rtmx/requirements/PARITY/REQ-PAR-003.md
REQ-PAR-004,PARITY,Health,rtmx health shall match Python health checks and exit code behavior,All Python checks present with correct exit codes,internal/cmd/health_test.go,TestHealthParity,Integration Test,COMPLETE,HIGH,14,Health command parity,1,REQ-GO-012,REQ-GO-047,,,,,,.rtmx/requirements/PARITY/REQ-PAR-004.md
REQ-PAR-005,PARITY,Config,Go CLI shall parse Python-format conftest.py markers,conftest.py markers detected,internal/cmd/from_tests_test.go,TestExtractConftestRegistrations,Unit Test,COMPLETE,HIGH,14,conftest.py marker parsing,0.5,REQ-GO-008,,,,,,,.rtmx/requirements/PARITY/REQ-PAR-005.md
REQ-AGENT-001,ADAPT,Agents,rtmx install --agents shall support 10 AI agents including Cline Gemini Windsurf Aider Amazon Q and Zed,All 10 agents detected and configured,internal/cmd/install_test.go,TestInstallAllAgents,Integration Test,COMPLETE,HIGH,14,Expanded agent ecosystem,1.5,REQ-GO-029,REQ-GO-047,,,2026-03-22,2026-03-22,,.rtmx/requirements/ADAPT/REQ-AGENT-001.md
REQ-AGENT-002,ADAPT,Claude,rtmx install --claude shall install Claude Code hooks and context command for automatic RTM injection,Hooks installed and context generated,internal/cmd/context_test.go,TestContextCommandDefaultFormat,Integration Test,COMPLETE,P0,14,Claude Code integration,1,REQ-GO-029,REQ-GO-047,,,,,,.rtmx/requirements/ADAPT/REQ-AGENT-002.md
REQ-GO-075,SYNC,CrossRepo,rtmx move/clone shall transfer requirements between rtmx-enabled repos with bidirectional provenance links,Requirement appears in target with external_id backlink,internal/sync/crossrepo_test.go,TestMoveRequirement,Integration Test,COMPLETE,HIGH,17,Cross-repo requirement lifecycle,2,REQ-GO-035,REQ-GO-076|REQ-GO-077,,,,,,.rtmx/requirements/SYNC/REQ-GO-075.md
REQ-GO-076,SYNC,CrossRepo,rtmx move/clone shall support --branch and --pr flags for PR-based requirement proposals,PR created in target repo with requirement content,internal/sync/crossrepo_test.go,TestMoveBranchCreatesGitBranch,Integration Test,COMPLETE,HIGH,17,PR workflow for requirement transfers,1.5,REQ-GO-075,REQ-GO-077,,,,,,.rtmx/requirements/SYNC/REQ-GO-076.md
REQ-GO-077,SYNC,CrossRepo,rtmx-enabled projects shall support configurable adjudication rules for incoming requirement PRs,Auto-validation and optional auto-merge of requirement PRs,internal/sync/adjudicate_test.go,TestAdjudicateRequirement_CategoryMatch_AutoApprove,Integration Test,COMPLETE,MEDIUM,17,Automated PR acceptance rules,2,REQ-GO-075|REQ-GO-076,,,,,,,.rtmx/requirements/SYNC/REQ-GO-077.md
REQ-CI-001,CI,Verify,CI shall run rtmx verify --update on main and auto-commit RTM status changes with signed commits,Status auto-committed after test pass,test/ci_test.go,TestCIVerifyJob,System Test,COMPLETE,P0,14,Closed-loop verification in CI,0.5,REQ-GO-018,REQ-GO-047,,,,,,.rtmx/requirements/CI/REQ-CI-001.md
REQ-CI-002,CI,PR,CI shall post RTM diff and health status as PR comments on RTM-related changes,PR comment shows diff and health,.github/workflows/rtmx-pr.yml,TestCIPRDiff,System Test,COMPLETE,HIGH,14,PR review visibility,1,REQ-GO-012|REQ-GO-022,REQ-GO-047,,,2026-03-22,2026-03-22,,.rtmx/requirements/CI/REQ-CI-002.md
REQ-CI-003,CI,Quality,CI shall enforce 80% requirement marker compliance on test functions,Build fails if marker coverage below 80%,.github/workflows/ci.yml,TestCIMarkerCompliance,System Test,COMPLETE,HIGH,14,Marker compliance gate,0.5,REQ-GO-017,,,,2026-03-21,2026-03-21,,.rtmx/requirements/CI/REQ-CI-003.md
REQ-CI-004,CI,Docs,CI shall generate terminal screenshots and create PRs to update documentation,Screenshots auto-generated from CLI output,.github/workflows/ci.yml,TestCIScreenshots,System Test,COMPLETE,MEDIUM,14,Documentation automation,1,REQ-GO-010|REQ-GO-011|REQ-GO-012,,,,,,,.rtmx/requirements/CI/REQ-CI-004.md
REQ-CI-005,CI,Security,CI shall include govulncheck and CodeQL for vulnerability and security scanning,No known vulnerabilities in deps,.github/workflows/ci.yml,TestCISecurity,System Test,COMPLETE,MEDIUM,14,Security scanning,0.5,,,,,2026-03-21,2026-03-21,,.rtmx/requirements/CI/REQ-CI-005.md
REQ-CI-006,CI,Ecosystem,Repository shall provide reusable validation workflow for RTMX-enabled repos,Other repos can call workflow,test/ci_validate_test.go,TestCIValidate,System Test,COMPLETE,MEDIUM,14,Ecosystem validation,0.5,REQ-GO-012,,,,,,,.rtmx/requirements/CI/REQ-CI-006.md
REQ-REL-001,RELEASE,Security,All release binaries and checksums shall be GPG-signed for authenticity verification,GPG signatures on all release artifacts,test/release_signing_test.go,TestGPGSigning,System Test,COMPLETE,P0,14,Binary signing - enterprise requirement,1,REQ-GO-043,REQ-GO-047|REQ-REL-003|REQ-REL-006,,,,,,.rtmx/requirements/RELEASE/REQ-REL-001.md
REQ-REL-002,RELEASE,SupplyChain,Each release shall include SBOM in SPDX JSON format,SBOM lists all dependencies,.goreleaser.yaml,TestSBOMGeneration,System Test,COMPLETE,HIGH,14,Supply chain auditing,0.5,REQ-GO-043,REQ-GO-047,,,2026-03-21,2026-03-21,,.rtmx/requirements/RELEASE/REQ-REL-002.md
REQ-REL-003,RELEASE,Documentation,Release notes shall include verification instructions and curated highlights,Release notes have verification section,.goreleaser.yaml,TestReleaseNotes,System Test,COMPLETE,HIGH,14,Professional release documentation,0.5,REQ-REL-001,REQ-GO-047,,,2026-03-21,2026-03-21,,.rtmx/requirements/RELEASE/REQ-REL-003.md
REQ-REL-004,RELEASE,Distribution,Release workflow shall publish to Homebrew tap and Scoop bucket,brew install and scoop install work,test/release_publish_test.go,TestHomebrewScoop,System Test,COMPLETE,HIGH,14,Package manager publishing,1,REQ-DIST-001|REQ-GO-044,REQ-GO-047,,,,,,.rtmx/requirements/RELEASE/REQ-REL-004.md
REQ-REL-005,RELEASE,Container,Release workflow shall publish multi-arch Docker images to ghcr.io,docker pull ghcr.io/rtmx-ai/rtmx works,test/docker_test.go,TestDockerImage,System Test,COMPLETE,MEDIUM,14,Container distribution,1,REQ-GO-043,,,,,,,.rtmx/requirements/RELEASE/REQ-REL-005.md
REQ-REL-006,RELEASE,Security,Repository shall include SECURITY.md and universal install script,SECURITY.md exists and install.sh works,test/security_policy_test.go,TestSecurityPolicy,System Test,COMPLETE,HIGH,14,Security policy and install,0.5,REQ-REL-001,REQ-E2E-004,,,,,,.rtmx/requirements/RELEASE/REQ-REL-006.md
REQ-E2E-001,E2E,Binary,CI shall smoke test the compiled binary against the repos own RTM database,All core commands execute without error,.github/workflows/ci.yml,TestBinarySmokeTest,System Test,COMPLETE,P0,14,Binary smoke test,0.5,REQ-GO-010|REQ-GO-011|REQ-GO-012,REQ-GO-047,,,2026-03-22,2026-03-22,,.rtmx/requirements/E2E/REQ-E2E-001.md
REQ-E2E-002,E2E,CrossLang,CI shall run Python tests with --rtmx-output and verify with Go CLI,Cross-language pipeline passes,.github/workflows/ci.yml,TestCrossLangE2E,System Test,COMPLETE,HIGH,14,Cross-language dogfood loop,0.5,REQ-LANG-004|REQ-VERIFY-001,,,,2026-03-22,2026-03-22,,.rtmx/requirements/E2E/REQ-E2E-002.md
REQ-E2E-003,E2E,Release,CI shall run goreleaser snapshot to validate release configuration,Snapshot builds all artifacts,.github/workflows/ci.yml,TestReleaseSnapshot,System Test,COMPLETE,HIGH,14,Release dry-run,0.5,REQ-GO-043,,,,2026-03-22,2026-03-22,,.rtmx/requirements/E2E/REQ-E2E-003.md
REQ-E2E-004,E2E,Install,CI shall test install script syntax and error handling,Script validates without errors,.github/workflows/ci.yml,TestInstallScript,System Test,COMPLETE,MEDIUM,14,Install script validation,0.25,REQ-REL-006,,,,2026-03-22,2026-03-22,,.rtmx/requirements/E2E/REQ-E2E-004.md
REQ-MIG-001,MIGRATION,Parity,RTMX shall validate full feature parity between Python CLI and Go CLI before migration,Parity test suite passes,test/parity_test.go,TestFullParity,Integration Test,COMPLETE,MEDIUM,21,Automated parity validation across all CLI commands,3,REQ-GO-047,REQ-MIG-002,,,,,,.rtmx/requirements/MIGRATION/REQ-MIG-001.md
REQ-MIG-002,MIGRATION,Trunk,The rtmx main branch shall migrate to track rtmx-go Go implementation,Go codebase on main branch,test/migration_test.go,TestTrunkMigration,System Test,COMPLETE,MEDIUM,21,Python trunk archived to legacy/python branch,4,REQ-GO-045|REQ-GO-046|REQ-MIG-001,REQ-DIST-005|REQ-MIG-003|REQ-PYTEST-001,,,,,,.rtmx/requirements/MIGRATION/REQ-MIG-002.md
REQ-MIG-003,MIGRATION,Deprecation,Python rtmx PyPI package shall be deprecated to minimal pytest plugin,PyPI contains pytest plugin only,test/migration_test.go,TestPyPIDeprecation,System Test,COMPLETE,HIGH,21,Full CLI removed from PyPI package,1.5,REQ-MIG-002,,,,2026-05-11,2026-05-11,,.rtmx/requirements/MIGRATION/REQ-MIG-003.md
REQ-PYTEST-001,TESTING,Plugin,Python rtmx package shall be minimal pytest plugin after Go CLI migration,Markers registered and JSON output works,test/migration_test.go,TestPytestPlugin,System Test,COMPLETE,HIGH,21,Minimal pytest plugin - markers only - calls Go CLI for import,2,REQ-MIG-002,,rhino11,,2026-05-11,2026-05-11,,.rtmx/requirements/TESTING/REQ-PYTEST-001.md
REQ-SEC-001,SECURITY,Integrity,rtmx verify --results shall require cryptographic proof that test results are authentic,Crafted results.json rejected without valid HMAC,test/security_test.go,TestResultsTampering,Security Test,COMPLETE,MEDIUM,20,VULN-02: Status tampering via crafted results JSON,2,,,,,,,,.rtmx/requirements/SECURITY/REQ-SEC-001.md
REQ-SEC-002,SECURITY,Protocol,Sync protocol shall authenticate and sign all messages with replay protection,Unsigned or replayed sync messages rejected,test/security_test.go,TestSyncProtocolAttacks,Security Test,COMPLETE,MEDIUM,20,VULN-03: Unauthenticated sync protocol allows status override,2,,,,,,,,.rtmx/requirements/SECURITY/REQ-SEC-002.md
REQ-SEC-003,SECURITY,AccessControl,Grant constraints shall be enforced during sync operations,Updates violating grant constraints rejected,test/security_test.go,TestGrantEnforcementBypass,Security Test,COMPLETE,MEDIUM,20,VULN-16: Grants not enforced during sync,1,,,,,,,,.rtmx/requirements/SECURITY/REQ-SEC-003.md
REQ-SEC-004,SECURITY,SupplyChain,All GitHub Actions shall be pinned to commit SHAs not mutable tags,No mutable version tags in workflow files,test/security_test.go,TestActionPinning,Security Test,COMPLETE,HIGH,20,SC-2.2/2.3: 14 actions pinned to mutable tags,1,,REQ-SEC-012,,,,,,.rtmx/requirements/SECURITY/REQ-SEC-004.md
REQ-SEC-005,SECURITY,SupplyChain,Install script shall verify GPG signatures before trusting checksums,Tampered checksums.txt rejected by install script,test/security_test.go,TestInstallScriptGPGVerification,Security Test,COMPLETE,HIGH,20,SC-3.1: Install script verifies checksums but not signatures,0.5,,,,,,,,.rtmx/requirements/SECURITY/REQ-SEC-005.md
REQ-SEC-006,SECURITY,Release,GPG signing shall be mandatory for all releases not conditional,Release workflow fails if GPG key is missing,test/security_test.go,TestMandatoryGPGSigning,Security Test,COMPLETE,HIGH,20,SC-5.1: GPG signing conditional on secret existence,0.5,,,,,,,,.rtmx/requirements/SECURITY/REQ-SEC-006.md
REQ-SEC-007,SECURITY,Input,Adapter URLs and query parameters shall be validated against injection,Crafted repo/server/JQL values rejected,test/security_test.go,TestInputInjection,Security Test,COMPLETE,HIGH,20,VULN-04/05/06: SSRF and injection via config values,1,,,,,,,,.rtmx/requirements/SECURITY/REQ-SEC-007.md
REQ-SEC-008,SECURITY,FileSystem,File operations shall validate paths against traversal attacks,Path traversal via remote config rejected,test/security_test.go,TestPathTraversal,Security Test,COMPLETE,HIGH,20,VULN-07: Path traversal in shadow resolver,0.5,,,,,,,,.rtmx/requirements/SECURITY/REQ-SEC-008.md
REQ-SEC-009,SECURITY,Data,Database writes shall be atomic to prevent corruption on interruption,Interrupted write preserves previous valid state,test/security_test.go,TestAtomicDatabaseWrite,Security Test,COMPLETE,MEDIUM,20,VULN-15: Non-atomic truncate-then-write,1,,,,,,,,.rtmx/requirements/SECURITY/REQ-SEC-009.md
REQ-SEC-010,SECURITY,CI,CI pipeline shall prevent self-modification attacks via auto-commit,Auto-commit restricted to database.csv only,test/security_test.go,TestCIPipelineSafety,Security Test,COMPLETE,HIGH,20,SC-4.2: verify-requirements auto-commits to main,0.5,,REQ-SEC-011|REQ-SEC-012,,,,,,
REQ-SEC-011,SECURITY,Governance,rtmx verify shall enforce configurable throughput thresholds on status changes,Exceeding fail threshold prevents write,internal/cmd/verify_test.go,TestVerifyThresholds,Integration Test,COMPLETE,HIGH,20,Configurable warn/fail thresholds for batch update governance,1.5,REQ-SEC-010,REQ-SEC-012,,,,,,
REQ-SEC-012,SECURITY,Governance,rtmx security shall audit repository and RTMX security posture with interactive fix,All checks PASS or WARN with fix guidance,internal/cmd/security_test.go,TestSecurityCheckVerifyThresholds,Integration Test,COMPLETE,HIGH,20,Security posture check - GitHub MVP with platform extensibility,2,REQ-SEC-004|REQ-SEC-010|REQ-SEC-011,,,,,,,
REQ-SEC-013,SECURITY,Integrity,rtmx status shall warn when displayed status has not been verified against current test evidence,Staleness warning shown when HEAD advances past last verify,internal/cmd/status_test.go,TestStatusStalenessWarning,Integration Test,COMPLETE,MEDIUM,20,Evidence-based status display - status derived from tests not assertions,1.5,,,,,,,,.rtmx/requirements/SECURITY/REQ-SEC-013.md
REQ-VERIFY-003,VERIFY,MultiFormat,rtmx verify --command shall auto-detect test output format and parse cargo test and pytest output natively,verify --command cargo test updates status,internal/cmd/verify_test.go,TestVerifyCargoTestOutput,Integration Test,COMPLETE,HIGH,18,Multi-format test output parsing for cross-language verify,2,REQ-VERIFY-001,,,,,,,
REQ-VERIFY-004,VERIFY,ResultsParsing,rtmx verify --results shall accept canonical nested and flat result forms and reject unknown fields,Flat-form bug repro from v0.2.4 succeeds and unknown fields error,internal/results/schema_test.go,TestResultUnmarshalForms,Unit Test,COMPLETE,HIGH,18,Bug fix for v0.2.4 silent zero-value parse,1,REQ-VERIFY-002,REQ-VERIFY-001,,,,,.rtmx/requirements/VERIFY/REQ-VERIFY-004.md,
REQ-BENCH-001,BENCH,Framework,RTMX shall provide a benchmark framework validating language scanners against real-world open source projects,Nightly CI with regression tracking,test/benchmark_framework_test.go,TestBenchmarkFramework,Integration Test,COMPLETE,HIGH,21,Framework + orchestration + CI workflow,3,REQ-LANG-007,REQ-BENCH-002|REQ-BENCH-003|REQ-BENCH-004|REQ-BENCH-005|REQ-BENCH-006|REQ-BENCH-007|REQ-BENCH-008|REQ-BENCH-009|REQ-BENCH-010|REQ-BENCH-011|REQ-BENCH-012|REQ-BENCH-013|REQ-BENCH-014|REQ-BENCH-017|REQ-BENCH-020|REQ-BENCH-023|REQ-BENCH-026|REQ-BENCH-029,,,2026-05-11,2026-05-11,.rtmx/requirements/BENCH/REQ-BENCH-001.md,
REQ-BENCH-002,BENCH,Go,RTMX benchmark shall validate Go scanner against cli/cli,>=25 markers extracted and verified,benchmarks/configs/go.yaml,TestBenchmarkGo,E2E Test,COMPLETE,HIGH,21,Go benchmark - cli/cli exemplar,0.5,REQ-BENCH-001|REQ-LANG-003,,,,2026-05-11,2026-05-11,.rtmx/requirements/BENCH/REQ-BENCH-002.md,
REQ-BENCH-003,BENCH,Python,RTMX benchmark shall validate Python scanner against psf/requests,>=20 markers extracted and verified,benchmarks/configs/python.yaml,TestBenchmarkPython,E2E Test,COMPLETE,HIGH,21,Python benchmark - requests exemplar,0.5,REQ-BENCH-001|REQ-LANG-004,,,,2026-05-11,2026-05-11,.rtmx/requirements/BENCH/REQ-BENCH-003.md,
REQ-BENCH-004,BENCH,Rust,RTMX benchmark shall validate Rust scanner against rtmx-ai/aegis-cli,>=30 markers across 3 styles,benchmarks/configs/rust.yaml,TestBenchmarkRust,E2E Test,COMPLETE,HIGH,21,Rust benchmark - aegis-cli exemplar,0.5,REQ-BENCH-001|REQ-LANG-005,,,,2026-05-11,2026-05-11,.rtmx/requirements/BENCH/REQ-BENCH-004.md,
REQ-BENCH-005,BENCH,JavaScript,RTMX benchmark shall validate JS/TS scanner against sindresorhus/got,>=20 markers from TypeScript test files,benchmarks/configs/javascript.yaml,TestBenchmarkJavaScript,E2E Test,COMPLETE,HIGH,21,JavaScript benchmark - got exemplar,0.5,REQ-BENCH-001|REQ-LANG-006,,,,2026-05-11,2026-05-11,.rtmx/requirements/BENCH/REQ-BENCH-005.md,
REQ-BENCH-006,BENCH,Java,RTMX benchmark shall validate Java scanner against google/gson,>=20 markers with JUnit 5 annotations,benchmarks/configs/java.yaml,TestBenchmarkJava,E2E Test,COMPLETE,HIGH,21,Java benchmark - gson exemplar,0.5,REQ-BENCH-001|REQ-LANG-008,,,,2026-05-11,2026-05-11,.rtmx/requirements/BENCH/REQ-BENCH-006.md,
REQ-BENCH-007,BENCH,CSharp,RTMX benchmark shall validate C# scanner against jbogard/MediatR,>=15 markers with xUnit attributes,benchmarks/configs/csharp.yaml,TestBenchmarkCSharp,E2E Test,COMPLETE,HIGH,21,C# benchmark - MediatR exemplar,0.5,REQ-BENCH-001|REQ-LANG-009,,,,2026-05-11,2026-05-11,.rtmx/requirements/BENCH/REQ-BENCH-007.md,
